61.7; 200; 13.45; 1.9039; 92.6977; 92.6977; 90.4977; 90.3606; 13.4679; 1.9039; 13.89; 400; 92.6977; flow_1.1; 0; 90.4977
61.8; 200; 13.44; 3.2489; 92.6977; 92.6977; 90.4977; 90.3638; 13.45; 3.2489; 13.89; 400; 92.6977; flow_1.1; 92.6977; 90.4977
61.9; 200; 13.43; 4.59293; 92.6977; 92.6977; 90.4977; 90.367; 13.44; 4.59293; 13.89; 400; 92.6977; flow_0.1; 92.6977; 90.4977
62; 200; 13.42; 5.93591; 92.6977; 92.6977; 90.4977; 90.3703; 13.43; 5.93591; 13.89; 400; 92.6977; flow_0.1; 92.6977; 90.4977
62.1; 200; 13.41; 7.27792; 92.6977; 92.6977; 90.4977; 90.3737; 13.42; 7.27792; 13.89; 400; 92.6977; flow_0.1; 92.6977; 90.4977
62.2; 200; 13.4; 8.61893; 92.6977; 92.6977; 90.4977; 90.3772; 13.41; 8.61893; 13.89; 400; 92.6977; flow_0.1; 92.6977; 90.4977
62.3; 200; 13.39; 9.95892; 92.6977; 92.6977; 90.4977; 90.3807; 13.4; 9.95892; 13.89; 400; 92.6977; flow_0.1; 92.6977; 90.4977
62.4; 200; 13.38; 11.2979; 92.6977; 92.6977; 90.4977; 90.3843; 13.39; 11.2979; 13.89; 400; 92.6977; flow_0.1; 92.6977; 90.4977
62.5; 200; 13.37; 12.6359; 92.6977; 92.6977; 90.4977; 90.388; 13.38; 12.6359; 13.89; 400; 92.6977; flow_0.1; 92.6977; 90.4977
62.6; 200; 13.36; 13.9729; 92.6977; 92.6977; 90.4977; 90.3917; 13.37; 13.9729; 13.89; 400; 92.6977; flow_0.1; 92.6977; 90.4977
62.7; 200; 13.35; 15.3089; 92.6977; 92.6977; 90.4977; 90.3955; 13.36; 15.3089; 13.89; 400; 92.6977; flow_0.1; 92.6977; 90.4977
62.8; 200; 13.34; 16.6439; 92.6977; 92.6977; 90.4977; 90.3994; 13.35; 16.6439; 13.89; 400; 92.6977; flow_0.1; 92.6977; 90.4977
62.9; 200; 13.33; 17.9779; 92.6977; 92.6977; 90.4977; 90.4034; 13.34; 17.9779; 13.89; 400; 92.6977; flow_0.1; 92.6977; 90.4977
63; 200; 13.32; 19.3109; 92.6977; 92.6977; 90.4977; 90.4074; 13.33; 19.3109; 13.89; 400; 92.6977; flow_0.1; 92.6977; 90.4977
63.1; 200; 13.31; 20.6429; 92.6977; 92.6977; 90.4977; 90.4115; 13.32; 20.6429; 13.89; 400; 92.6977; flow_0.1; 92.6977; 90.4977
63.2; 200; 13.3; 21.9739; 92.6977; 92.6977; 90.4977; 90.4157; 13.31; 21.9739; 13.89; 400; 92.6977; flow_0.1; 92.6977; 90.4977
63.3; 200; 13.29; 23.3039; 92.6977; 92.6977; 90.4977; 90.4199; 13.3; 23.3039; 13.89; 400; 92.6977; flow_0.1; 92.6977; 90.4977
63.4; 200; 13.28; 24.6329; 92.6977; 92.6977; 90.4977; 90.4243; 13.29; 24.6329; 13.89; 400; 92.6977; flow_0.1; 92.6977; 90.4977
63.5; 200; 13.27; 25.9609; 92.6977; 92.6977; 90.4977; 90.4287; 13.28; 25.9609; 13.89; 400; 92.6977; flow_0.1; 92.6977; 90.4977
63.6; 200; 13.26; 27.2879; 92.6977; 92.6977; 90.4977; 90.4331; 13.27; 27.2879; 13.89; 400; 92.6977; flow_0.1; 92.6977; 90.4977
63.7; 200; 13.25; 28.6139; 92.6977; 92.6977; 90.4977; 90.4377; 13.26; 28.6139; 13.89; 400; 92.6977; flow_0.1; 92.6977; 90.4977
