1; 31.6; 100; 22.47; 2.26373; 58.3963; 58.3963; 58.6; 58.3963; 22.6371; 2.26373; 11.1111; 300; 0; 58.3963; 1; 0; 0
1; 31.7; 100; 22.46; 4.5274; 58.2925; 58.2925; 58.6; 58.2925; 22.6371; 4.5274; 11.1111; 300; 0; 58.2925; 1; 58.3963; 0
1; 31.8; 100; 22.38; 6.78693; 58.1892; 58.1892; 58.6; 58.1892; 22.5535; 6.78693; 11.1111; 300; 0; 58.1892; 1; 58.2925; 0
1; 31.9; 100; 22.29; 9.03784; 58.0866; 58.0866; 58.6; 58.0866; 22.465; 9.03784; 11.1111; 300; 0; 58.0866; 1; 58.1892; 0
1; 32; 100; 22.21; 11.28; 57.9848; 57.9848; 58.6; 57.9848; 22.3782; 11.28; 11.1111; 300; 0; 57.9848; 1; 58.0866; 0
1; 32.1; 100; 22.12; 13.5135; 57.8838; 57.8838; 58.6; 57.8838; 22.2907; 13.5135; 11.1111; 300; 0; 57.8838; 1; 57.9848; 0
1; 32.2; 100; 22.03; 15.7383; 57.7836; 57.7836; 58.6; 57.7836; 22.2066; 15.7383; 11.1111; 300; 0; 57.7836; 1; 57.8838; 0
1; 32.3; 100; 21.95; 17.9547; 57.6841; 57.6841; 58.6; 57.6841; 22.1213; 17.9547; 11.1111; 300; 0; 57.6841; 1; 57.7836; 0
1; 32.4; 100; 21.86; 20.1625; 57.5854; 57.5854; 58.6; 57.5854; 22.0329; 20.1625; 11.1111; 300; 0; 57.5854; 1; 57.6841; 0
1; 32.5; 100; 21.77; 22.3615; 57.4875; 57.4875; 58.6; 57.4875; 21.9473; 22.3615; 11.1111; 300; 0; 57.4875; 1; 57.5854; 0
1; 32.6; 100; 21.69; 24.5519; 57.3903; 57.3903; 58.6; 57.3903; 21.8608; 24.5519; 11.1111; 300; 0; 57.3903; 1; 57.4875; 0
1; 32.7; 100; 21.6; 26.7335; 57.294; 57.294; 58.6; 57.294; 21.7722; 26.7335; 11.1111; 300; 0; 57.294; 1; 57.3903; 0
1; 32.8; 100; 21.51; 28.9065; 57.1984; 57.1984; 58.6; 57.1984; 21.6868; 28.9065; 11.1111; 300; 0; 57.1984; 1; 57.294; 0
1; 32.9; 100; 21.43; 31.0709; 57.1036; 57.1036; 58.6; 57.1036; 21.6007; 31.0709; 11.1111; 300; 0; 57.1036; 1; 57.1984; 0
1; 33; 100; 21.34; 33.2265; 57.0096; 57.0096; 58.6; 57.0096; 21.5123; 33.2265; 11.1111; 300; 0; 57.0096; 1; 57.1036; 0
1; 33.1; 100; 21.25; 35.3735; 56.9164; 56.9164; 58.6; 56.9164; 21.427; 35.3735; 11.1111; 300; 0; 56.9164; 1; 57.0096; 0
1; 33.2; 100; 21.17; 37.5118; 56.8239; 56.8239; 58.6; 56.8239; 21.3408; 37.5118; 11.1111; 300; 0; 56.8239; 1; 56.9164; 0
1; 33.3; 100; 21.08; 39.6415; 56.7323; 56.7323; 58.6; 56.7323; 21.2523; 39.6415; 11.1111; 300; 0; 56.7323; 1; 56.8239; 0
1; 33.4; 100; 20.99; 41.7625; 56.6414; 56.6414; 58.6; 56.6414; 21.1669; 41.7625; 11.1111; 300; 0; 56.6414; 1; 56.7323; 0
